tconst	ordering	nconst	category	job	characters
tt0004998	4	nm0769144	actor	\N	"[""Captain Thurston""]"
tt0004998	5	nm0768283	actor	\N	"[""Ahmed Hassan""]"
tt0004998	6	nm0309130	director	\N	\N
tt0004998	7	nm0309130	writer	scenario	\N
tt0004999	1	nm0073239	actor	\N	"[""Manager of the 'Fly-by-Night' Theatrical Troupe""]"
tt0004999	2	nm0933805	actress	\N	"[""The Manager's Wife, Mercy's Mother""]"
tt0004999	3	nm0496774	actress	\N	"[""Mrs. Lake""]"
tt0004999	4	nm0191947	actor	\N	"[""Mr. Lake""]"
tt0004999	5	nm0321088	actress	\N	"[""Mercy, at Sixteen""]"
tt0004999	6	nm0385495	actor	\N	"[""Mercy's Quaker Sweetheart""]"
tt0004999	7	nm0493073	actor	\N	"[""Mercy's Quaker Sweetheart""]"
tt0004999	8	nm0277313	actor	\N	"[""Mercy's Manager""]"
tt0004999	9	nm0654262	actress	\N	"[""The Star""]"
tt0004999	10	nm0017488	actress	\N	\N
tt0004999	11	nm0694260	director	\N	\N
tt0004999	12	nm0455867	writer	story	\N
tt0004999	13	nm0809834	writer	\N	\N
tt0005000	1	nm0298301	actress	\N	"[""Mary Whiting - the Judge's Daughter""]"
tt0005000	2	nm0819793	actor	\N	\N
tt0005000	3	nm0659947	actor	\N	\N
tt0005000	4	nm0079966	actress	\N	\N
tt0005000	5	nm0907885	actor	\N	\N
tt0005000	6	nm0644728	actor	\N	\N
tt0005000	7	nm0376529	director	\N	\N
tt0005000	8	nm0139636	writer	\N	\N
tt0005001	1	nm0204790	self	\N	"[""Self""]"
tt0005001	2	nm0920533	actress	\N	"[""Mollie Browning""]"
tt0005001	3	nm0138288	actor	\N	"[""Bill Stevens""]"
tt0005001	4	nm0714141	actor	\N	"[""Tom Carroll""]"
tt0005001	5	nm0366609	writer	scenario	\N
tt0005002	1	nm0934524	actor	\N	"[""Paul Martin""]"
tt0005002	2	nm0593671	actress	\N	"[""Beth Kirkland""]"
tt0005002	3	nm0560785	actor	\N	"[""Grimshaw""]"
tt0005002	4	nm0235848	actor	\N	\N
tt0005002	5	nm0244089	actor	\N	\N
tt0005002	6	nm0842521	director	\N	\N
tt0005002	7	nm0370271	writer	scenario	\N
tt0005003	1	nm0454376	archive_footage	\N	"[""Self""]"
tt0005003	2	nm0881616	director	\N	\N
tt0005003	3	nm0881616	producer	producer	\N
tt0005004	1	nm0903628	actor	\N	"[""Joe Bradley""]"
tt0005004	2	nm0723735	actress	\N	"[""Nellie Armstrong""]"
tt0005004	3	nm0052226	actor	\N	"[""Colonel Armstrong""]"
tt0005004	4	nm0829795	actor	\N	"[""Robert Joffrey""]"
tt0005004	5	nm0861401	actress	\N	"[""Clara Bain""]"
tt0005005	1	nm0192062	actress	\N	"[""Kitty Gray""]"
tt0005005	2	nm0285643	actor	\N	"[""Count Frederick""]"
tt0005005	3	nm0689737	actor	\N	"[""Rolleaux""]"
tt0005005	4	nm0776747	actor	\N	"[""King Michael II""]"
tt0005005	5	nm0793189	actor	\N	"[""Count Sacchio""]"
tt0005005	6	nm0000406	actor	\N	"[""Sacchio's Accomplice""]"
tt0005005	7	nm0133943	actor	\N	"[""Gorgas the Outlaw""]"
tt0005005	8	nm0306785	actor	\N	"[""The Apache""]"
tt0005005	9	nm0186336	actor	\N	"[""Pawnbroker""]"
tt0005005	10	nm0542776	actor	\N	"[""Frederick's Servant""]"
tt0005005	11	nm0285643	director	\N	\N
tt0005005	12	nm0192062	writer	scenario	\N
tt0005005	13	nm0396416	writer	story	\N
tt0005005	14	nm0410008	cinematographer	\N	\N
tt0005005	15	nm0005874	cinematographer	\N	\N
tt0005005	16	nm0822488	cinematographer	cinematographer	\N
tt0005006	1	nm0267912	actor	\N	"[""Daniel Esmond - later Known as Lavengro""]"
tt0005006	2	nm0076202	actress	\N	"[""Ursula""]"
tt0005006	3	nm0552758	actress	\N	"[""Isobel Berner""]"
tt0005006	4	nm0545031	actor	\N	"[""Anselo""]"
tt0005006	5	nm0624752	actor	\N	"[""Gaspar""]"
tt0005006	6	nm0241758	actor	\N	"[""Gorgiko""]"
tt0005006	7	nm0150389	actor	\N	"[""Lord Duncan""]"
tt0005006	8	nm0562851	actress	\N	"[""Fannie""]"
tt0005006	9	nm0064137	actor	\N	"[""Berner""]"
tt0005006	10	nm0398459	actor	\N	"[""Esmond, Sr.""]"
tt0005006	11	nm0002177	director	director	\N
tt0005006	12	nm0002177	writer	story	\N
tt0005006	13	nm0441601	writer	\N	\N
tt0005007	1	nm0000891	actor	\N	"[""Percy""]"
tt0005007	2	nm0242349	actor	\N	"[""Harold""]"
tt0005007	3	nm0841797	actress	\N	"[""Gloria""]"
tt0005007	4	nm0101182	actress	\N	"[""Virginia""]"
tt0005008	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005008	2	nm0929619	actor	\N	"[""The Deacon""]"
tt0005008	3	nm0165744	actress	\N	"[""The Deacon's Daughter""]"
tt0005008	4	nm0571514	actress	\N	"[""The Deacon's Granddaughter""]"
tt0005008	5	nm0045800	actor	\N	"[""The Sheriff""]"
tt0005008	6	nm0001908	director	\N	\N
tt0005008	7	nm0001908	writer	\N	\N
tt0005008	8	nm0001908	producer	producer	\N
tt0005009	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005009	2	nm0165744	actress	\N	"[""Billy's Wife""]"
tt0005009	3	nm0929619	actor	\N	"[""The Storekeeper""]"
tt0005009	4	nm0571602	actor	\N	"[""The Doctor""]"
tt0005009	5	nm0571602	actor	\N	"[""Real Estate Agent""]"
tt0005009	6	nm0865178	actor	\N	"[""The Sheriff""]"
tt0005009	7	nm0146223	actor	\N	\N
tt0005009	8	nm0779476	actor	\N	\N
tt0005009	9	nm0107750	actor	\N	\N
tt0005009	10	nm0372818	actress	\N	\N
tt0005009	11	nm0212664	actor	\N	\N
tt0005009	12	nm0001908	director	\N	\N
tt0005009	13	nm0001908	writer	\N	\N
tt0005009	14	nm0001908	producer	producer	\N
tt0005010	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005010	2	nm0165744	actress	\N	"[""The School Teacher""]"
tt0005010	3	nm0571602	actor	\N	"[""Billy's Father""]"
tt0005010	4	nm0929619	actor	\N	"[""Cattle King""]"
tt0005010	5	nm0372818	actress	\N	\N
tt0005010	6	nm0925118	actor	\N	\N
tt0005010	7	nm0001908	director	\N	\N
tt0005010	8	nm0001908	writer	\N	\N
tt0005010	9	nm0001908	producer	producer	\N
tt0005011	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005011	2	nm0165744	actress	\N	"[""The School Teacher""]"
tt0005011	3	nm0929619	actor	\N	"[""The Outlaw""]"
tt0005011	4	nm0045800	actor	\N	"[""The Rancher""]"
tt0005011	5	nm0693055	actor	\N	\N
tt0005011	6	nm0878035	actor	\N	\N
tt0005011	7	nm0865178	actor	\N	\N
tt0005011	8	nm0571602	actor	\N	\N
tt0005011	9	nm0372818	actress	\N	\N
tt0005011	10	nm0937006	actor	\N	\N
tt0005011	11	nm0001908	director	\N	\N
tt0005011	12	nm0001908	writer	\N	\N
tt0005011	13	nm0001908	producer	producer	\N
tt0005012	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005012	2	nm0165744	actress	\N	"[""Billy's Girl""]"
tt0005012	3	nm0929619	actor	\N	"[""Billy's Rival""]"
tt0005012	4	nm0001908	director	\N	\N
tt0005012	5	nm0001908	writer	\N	\N
tt0005012	6	nm0001908	producer	producer	\N
tt0005013	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005013	2	nm0929619	actor	\N	"[""The Baby's Father""]"
tt0005013	3	nm0782962	actress	\N	"[""The Baby's Mother""]"
tt0005013	4	nm0681048	actress	\N	"[""The Baby""]"
tt0005013	5	nm0001908	director	\N	\N
tt0005013	6	nm0001908	writer	\N	\N
tt0005013	7	nm0477437	writer	story	\N
tt0005013	8	nm0001908	producer	producer	\N
tt0005014	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005014	2	nm0782962	actress	\N	"[""Billy's Sweetheart""]"
tt0005014	3	nm0929619	actor	\N	"[""Billy's Rival""]"
tt0005014	4	nm0934669	actor	\N	\N
tt0005014	5	nm0188274	actor	\N	\N
tt0005014	6	nm0146223	actor	\N	\N
tt0005014	7	nm0937006	actor	\N	\N
tt0005014	8	nm0001908	director	\N	\N
tt0005014	9	nm0001908	writer	\N	\N
tt0005014	10	nm0001908	producer	producer	\N
tt0005015	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005015	2	nm0165744	actress	\N	"[""The Girl""]"
tt0005015	3	nm0929619	actor	\N	"[""The Land Grabber""]"
tt0005015	4	nm0865178	actor	\N	"[""The Sheriff""]"
tt0005015	5	nm0571602	actor	\N	\N
tt0005015	6	nm0045800	actor	\N	\N
tt0005015	7	nm0934669	actor	\N	\N
tt0005015	8	nm0693055	actor	\N	\N
tt0005015	9	nm0001908	director	\N	\N
tt0005015	10	nm0001908	writer	\N	\N
tt0005015	11	nm0001908	producer	producer	\N
tt0005016	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005016	2	nm0165744	actress	\N	"[""The Thief's Daughter""]"
tt0005016	3	nm0929619	actor	\N	"[""The Thief""]"
tt0005016	4	nm0045800	actor	\N	"[""The Sheriff""]"
tt0005016	5	nm0865178	actor	\N	\N
tt0005016	6	nm0146223	actor	\N	\N
tt0005016	7	nm0001908	director	\N	\N
tt0005016	8	nm0001908	writer	\N	\N
tt0005016	9	nm0001908	producer	producer	\N
tt0005017	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005017	2	nm0929619	actor	\N	"[""The Father""]"
tt0005017	3	nm0571514	actress	\N	"[""A Young Daughter""]"
tt0005017	4	nm0571534	actress	\N	"[""A Young Daughter""]"
tt0005017	5	nm0865178	actor	\N	\N
tt0005017	6	nm0146223	actor	\N	\N
tt0005017	7	nm0144207	actor	\N	\N
tt0005017	8	nm0045800	actor	\N	\N
tt0005017	9	nm0571602	actor	\N	\N
tt0005017	10	nm0001908	director	\N	\N
tt0005017	11	nm0001908	writer	\N	\N
tt0005017	12	nm0001908	producer	producer	\N
tt0005018	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005018	2	nm0929619	actor	\N	"[""The Rustler""]"
tt0005018	3	nm0865178	actor	\N	"[""A Cattle Owner""]"
tt0005018	4	nm0693055	actor	\N	"[""A Cattle Owner""]"
tt0005018	5	nm0887714	actor	\N	"[""The Hotelkeeper""]"
tt0005018	6	nm0144207	actor	\N	\N
tt0005018	7	nm0188274	actor	\N	\N
tt0005018	8	nm0741382	actor	\N	\N
tt0005018	9	nm0001908	director	\N	\N
tt0005018	10	nm0001908	writer	\N	\N
tt0005018	11	nm0001908	producer	producer	\N
tt0005019	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005019	2	nm0887714	actor	\N	"[""Broncho Billy's Brother""]"
tt0005019	3	nm0782962	actress	\N	"[""Broncho Billy's Mother""]"
tt0005019	4	nm0929619	actor	\N	"[""A Mexican""]"
tt0005019	5	nm0045800	actor	\N	\N
tt0005019	6	nm0144207	actor	\N	\N
tt0005019	7	nm0188274	actor	\N	\N
tt0005019	8	nm0768233	actor	\N	\N
tt0005019	9	nm0001908	director	\N	\N
tt0005019	10	nm0001908	writer	\N	\N
tt0005019	11	nm0001908	producer	producer	\N
tt0005020	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005020	2	nm0045800	actor	\N	"[""Billy's Brother""]"
tt0005020	3	nm0165744	actress	\N	"[""Billy's Sweetheart""]"
tt0005020	4	nm0865178	actor	\N	"[""The Sheriff""]"
tt0005020	5	nm0929619	actor	\N	"[""The Outlaw""]"
tt0005020	6	nm0001908	director	\N	\N
tt0005020	7	nm0001908	writer	\N	\N
tt0005020	8	nm0001908	producer	producer	\N
tt0005021	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005021	2	nm0165744	actress	\N	"[""Broncho Billy's Former Sweetheart""]"
tt0005021	3	nm0146223	actor	\N	"[""Billy's Deputy""]"
tt0005021	4	nm0887714	actor	\N	"[""The Man""]"
tt0005021	5	nm0929619	actor	\N	"[""The Outlaw""]"
tt0005021	6	nm0045800	actor	\N	\N
tt0005021	7	nm0001908	director	\N	\N
tt0005021	8	nm0001908	writer	\N	\N
tt0005021	9	nm0001908	producer	producer	\N
tt0005022	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005022	2	nm0782962	actress	\N	"[""Winnie Allen, The Rancher's Daughter""]"
tt0005022	3	nm0789632	actor	\N	"[""Dan Wild""]"
tt0005022	4	nm0456634	actor	\N	"[""Allen, The Rancher""]"
tt0005022	5	nm1363590	actor	\N	\N
tt0005022	6	nm0109088	actor	\N	\N
tt0005022	7	nm0253100	actor	\N	\N
tt0005022	8	nm0740351	actor	\N	\N
tt0005022	9	nm0693055	actor	\N	\N
tt0005022	10	nm1073465	actor	\N	\N
tt0005022	11	nm0001908	director	\N	\N
tt0005022	12	nm0001908	writer	\N	\N
tt0005022	13	nm0001908	producer	producer	\N
tt0005023	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005023	2	nm0165744	actress	\N	"[""The Girl""]"
tt0005023	3	nm0929619	actor	\N	\N
tt0005023	4	nm0934669	actor	\N	\N
tt0005023	5	nm0865178	actor	\N	\N
tt0005023	6	nm0693055	actor	\N	\N
tt0005023	7	nm0045800	actor	\N	\N
tt0005023	8	nm0571602	actor	\N	\N
tt0005023	9	nm0372818	actress	\N	\N
tt0005023	10	nm0593146	actress	\N	\N
tt0005023	11	nm0001908	director	\N	\N
tt0005023	12	nm0001908	writer	\N	\N
tt0005023	13	nm0001908	producer	producer	\N
tt0005024	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005024	2	nm0865178	actor	\N	"[""Billy's Father""]"
tt0005024	3	nm0372818	actress	\N	"[""Billy's Mother""]"
tt0005024	4	nm0419228	actor	\N	"[""Billy as a Boy""]"
tt0005024	5	nm0001908	director	\N	\N
tt0005024	6	nm0001908	writer	\N	\N
tt0005024	7	nm0001908	producer	producer	\N
tt0005025	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005025	2	nm0165744	actress	\N	"[""The Girl""]"
tt0005025	3	nm0929619	actor	\N	"[""The Girl's Brother""]"
tt0005025	4	nm0045800	actor	\N	"[""The Girl's Sweetheart""]"
tt0005025	5	nm0571514	actress	\N	"[""The Girl's Young Daughter""]"
tt0005025	6	nm0001908	director	\N	\N
tt0005025	7	nm0001908	writer	\N	\N
tt0005025	8	nm0001908	producer	producer	\N
tt0005026	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005026	2	nm0090207	actress	\N	"[""Woman in Cabin""]"
tt0005026	3	nm0887714	actor	\N	"[""Woman's Father in Cabin""]"
tt0005026	4	nm0830769	actor	\N	"[""Minister""]"
tt0005026	5	nm0782962	actress	\N	"[""Minister's Wife""]"
tt0005026	6	nm0090204	actor	\N	"[""Sheriff""]"
tt0005026	7	nm0107750	actor	\N	"[""Prisoner""]"
tt0005026	8	nm0146223	actor	\N	"[""Bit Part""]"
tt0005026	9	nm0188274	actor	\N	"[""Prisoner""]"
tt0005026	10	nm0230778	actor	\N	"[""Prisoner""]"
tt0005026	11	nm0001908	director	\N	\N
tt0005026	12	nm0001908	writer	\N	\N
tt0005026	13	nm0001908	producer	producer	\N
tt0005027	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005027	2	nm0929619	actor	\N	"[""The Husband""]"
tt0005027	3	nm0165744	actress	\N	"[""The Wife""]"
tt0005027	4	nm0571514	actress	\N	"[""The Daughter""]"
tt0005027	5	nm0571602	actor	\N	\N
tt0005027	6	nm0593146	actress	\N	\N
tt0005027	7	nm0950268	actor	\N	\N
tt0005027	8	nm0001908	director	\N	\N
tt0005027	9	nm0001908	writer	\N	\N
tt0005027	10	nm0001908	producer	producer	\N
tt0005028	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005028	2	nm0830769	actor	\N	"[""Broncho Billy's Partner""]"
tt0005028	3	nm0165744	actress	\N	"[""Indian Girl""]"
tt0005028	4	nm0782962	actress	\N	"[""Indian Woman""]"
tt0005028	5	nm0001908	director	\N	\N
tt0005028	6	nm0001908	writer	\N	\N
tt0005028	7	nm0001908	producer	producer	\N
tt0005029	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005029	2	nm0929619	actor	\N	"[""The Gambler""]"
tt0005029	3	nm0934669	actor	\N	"[""The Doctor""]"
tt0005029	4	nm0782962	actress	\N	"[""The Girl""]"
tt0005029	5	nm0188274	actor	\N	\N
tt0005029	6	nm0144207	actor	\N	\N
tt0005029	7	nm0107750	actor	\N	\N
tt0005029	8	nm0768233	actor	\N	\N
tt0005029	9	nm0001908	director	\N	\N
tt0005029	10	nm0001908	writer	\N	\N
tt0005029	11	nm0001908	producer	producer	\N
tt0005030	1	nm0001908	actor	\N	"[""Broncho Billy""]"
tt0005030	2	nm0165744	actress	\N	"[""The Girl""]"
tt0005030	3	nm0865178	actor	\N	"[""The Sheriff""]"
tt0005030	4	nm0929619	actor	\N	"[""The Bad Man""]"
tt0005030	5	nm0372818	actress	\N	\N
tt0005030	6	nm0001908	director	\N	\N
tt0005030	7	nm0001908	writer	\N	\N
tt0005030	8	nm0001908	producer	producer	\N
tt0005031	1	nm0010134	actor	\N	"[""Buck Parvin""]"
tt0005031	2	nm0039276	actress	\N	"[""Georgine""]"
tt0005031	3	nm0679043	actor	\N	"[""James Montague""]"
tt0005031	4	nm0316987	actor	\N	"[""Charlie DuPree""]"
tt0005031	5	nm0213151	actor	\N	"[""Dick LaRue""]"
tt0005031	6	nm0557321	actor	\N	"[""Ben Leslie""]"
tt0005031	7	nm0078340	director	\N	\N
tt0005031	8	nm0683115	writer	scenario	\N
tt0005031	9	nm0887428	writer	story	\N
tt0005032	1	nm0098376	actor	\N	"[""'Buckshot John' Moran""]"
tt0005032	2	nm0285202	actor	\N	"[""Dr. Buchanan Gilmore""]"
tt0005032	3	nm0285202	actor	\N	"[""The Great Gilmore""]"
tt0005032	4	nm0791032	actor	\N	"[""Jimmy Dacey - A Reporter""]"
tt0005032	5	nm0937599	actress	\N	"[""Ruth Mason""]"
tt0005032	6	nm0822059	actor	\N	"[""John Mason""]"
tt0005032	7	nm0824331	actor	\N	"[""Warden of State's Prison""]"
tt0005032	8	nm0486967	actor	\N	"[""Bad Jake Kennedy""]"
tt0005032	9	nm0010134	actor	\N	"[""Hairtrigger Jordan""]"
tt0005032	10	nm0511104	actor	\N	"[""The Sheriff""]"
tt0005032	11	nm0354282	actress	\N	"[""Mrs. Hayden""]"
tt0005032	12	nm0098376	director	\N	\N
tt0005032	13	nm0340584	writer	\N	\N
tt0005032	14	nm0887428	writer	"story ""The Message to Buckshot John"""	\N
tt0005032	15	nm0098376	producer	producer	\N
tt0005032	16	nm0384276	cinematographer	\N	\N
tt0005033	1	nm0516001	actor	\N	"[""Lonesome Luke""]"
tt0005033	2	nm0689444	actor	\N	"[""Moke Morpheus""]"
tt0005033	3	nm0199841	actress	\N	\N
tt0005033	4	nm1109179	actor	\N	\N
tt0005033	5	nm0595907	actor	\N	\N
tt0005033	6	nm0550555	actress	\N	\N
tt0005033	7	nm0550555	actress	\N	\N
tt0005033	8	nm0730018	director	\N	\N
tt0005033	9	nm0730018	producer	producer	\N
tt0005034	1	nm0807580	actor	\N	"[""Edward Thursfield""]"
tt0005034	2	nm0920328	actress	\N	"[""Dorothy Faringay""]"
tt0005034	3	nm0792683	actor	\N	"[""Arnold Faringay""]"
tt0005034	4	nm0258951	actor	\N	"[""Walter Gresham""]"
tt0005034	5	nm0561469	actor	\N	"[""Henry Killick""]"
tt0005034	6	nm0030660	actor	\N	"[""Peter""]"
tt0005034	7	nm0576146	actress	\N	"[""Mrs. Debney""]"
tt0005034	8	nm0918593	actress	\N	"[""Ruth Faringay""]"
tt0005034	9	nm0556954	actor	\N	\N
tt0005034	10	nm0410271	director	\N	\N
tt0005034	11	nm0446189	writer	writer	\N
tt0005034	12	nm0840218	writer	play	\N
tt0005035	1	nm0532023	actor	\N	"[""Lieutenant McLoyd""]"
tt0005035	2	nm0793257	actress	\N	"[""Peggy Graham""]"
tt0005035	3	nm0203528	actor	\N	"[""John Graham""]"
tt0005035	4	nm0186353	actor	\N	"[""Inspector Creighton""]"
tt0005035	5	nm0532023	director	\N	\N
tt0005035	6	nm0532023	writer	story	\N
tt0005035	7	nm0532023	producer	producer	\N
tt0005036	1	nm0805585	actor	\N	"[""Jonas Grimes""]"
tt0005036	2	nm0121364	actor	\N	"[""Littleton Snaggs""]"
tt0005036	3	nm0445257	actress	\N	"[""Teddy Keys""]"
tt0005036	4	nm0591103	actress	\N	"[""Rose Keys""]"
tt0005036	5	nm0159620	actress	\N	"[""May Keys""]"
tt0005036	6	nm0144622	actor	\N	"[""Matilda Jenkins""]"
tt0005036	7	nm0235236	actor	\N	"[""Gilly Spooner""]"
tt0005036	8	nm0943544	actor	\N	"[""Tom Harding""]"
tt0005036	9	nm0048864	director	\N	\N
tt0005036	10	nm0398453	writer	play	\N
tt0005037	1	nm0704334	actor	\N	"[""Billy""]"
tt0005037	2	nm0848226	actress	\N	"[""Nellie""]"
tt0005037	3	nm0319713	actor	\N	\N
tt0005037	4	nm0245416	actor	\N	\N
tt0005037	5	nm0790360	actor	\N	\N
tt0005037	6	nm0066734	director	\N	\N
tt0005037	7	nm0687741	writer	\N	\N
tt0005038	1	nm0385495	actor	\N	"[""Billy Rider""]"
tt0005038	2	nm0178270	actress	\N	"[""Marietta""]"
tt0005038	3	nm0523229	actor	\N	"[""Marietta's Father""]"
tt0005038	4	nm0237642	actress	\N	"[""Marietta's Mother""]"
tt0005038	5	nm0937581	actor	\N	"[""Billy's Friend""]"
tt0005038	6	nm0877548	actor	\N	\N
tt0005038	7	nm0921980	actor	\N	\N
tt0005038	8	nm0929200	actress	\N	\N
tt0005038	9	nm0401436	actor	\N	\N
tt0005038	10	nm0115218	director	\N	\N
tt0005039	1	nm0329522	actor	\N	"[""Isidore Lechat""]"
tt0005039	2	nm0625424	actor	\N	"[""Xavier Lechat""]"
tt0005039	3	nm0313532	actress	\N	"[""Madame Lechat""]"
tt0005039	4	nm0546855	actress	\N	"[""Germaine Lechat""]"
tt0005039	5	nm0496477	actress	\N	"[""Celeste St. Jean""]"
tt0005039	6	nm0730416	actor	\N	"[""Pierre Dauphin""]"
tt0005039	7	nm0627617	actor	\N	"[""Lucien Garraud""]"
tt0005039	8	nm0687031	actor	\N	"[""Vicomte de la Fountenelle""]"
tt0005039	9	nm0822074	actor	\N	"[""Marquis""]"
tt0005039	10	nm0098376	actor	\N	"[""Christ""]"
tt0005039	11	nm0877783	director	\N	\N
tt0005039	12	nm0592282	writer	"play ""Les Affaires sont les affaires"""	\N
tt0005039	13	nm0932328	writer	\N	\N
tt0005039	14	nm0745773	cinematographer	cinematographer	\N
tt0005040	1	nm0560543	producer	producer	\N
tt0005041	1	nm0088476	actor	\N	"[""Mr. Admaston""]"
tt0005041	2	nm0553184	actress	\N	"[""Peggy Admaston""]"
tt0005041	3	nm0718835	actor	\N	"[""Collingwood""]"
tt0005041	4	nm0255827	actress	\N	"[""Lady Attwill""]"
tt0005041	5	nm0385686	actor	\N	\N
tt0005041	6	nm0869665	director	\N	\N
tt0005041	7	nm0376060	writer	play	\N
tt0005041	8	nm0408863	writer	writer	\N
tt0005041	9	nm0624805	writer	play	\N
tt0005041	10	nm0005635	cinematographer	cinematographer	\N
tt0005041	11	nm0005835	cinematographer	\N	\N
tt0005041	12	nm0113284	editor	editor	\N
tt0005042	1	nm0261455	actor	\N	"[""John Butler""]"
tt0005042	2	nm0855036	actress	\N	"[""Elaine Arthur""]"
tt0005042	3	nm0526226	actor	\N	"[""John Arthur""]"
tt0005042	4	nm0507351	actress	\N	\N
tt0005042	5	nm0835752	actress	\N	\N
tt0005042	6	nm0705359	actor	\N	\N
tt0005042	7	nm0249530	actor	\N	\N
tt0005042	8	nm0526226	director	\N	\N
tt0005042	9	nm0526226	writer	\N	\N
tt0005042	10	nm0916906	writer	novel	\N
tt0005042	11	nm0005835	cinematographer	\N	\N
tt0005043	1	nm0516974	actor	\N	"[""Sgt. Barnes""]"
tt0005043	2	nm0021471	actress	\N	"[""Alice Corbett""]"
tt0005043	3	nm0832968	actor	\N	"[""Dr. Deschamps""]"
tt0005043	4	nm0902698	actor	\N	"[""Unitah - The Half-Breed""]"
tt0005043	5	nm0740298	actress	\N	"[""Areep - The Squaw""]"
tt0005043	6	nm0478890	actor	\N	"[""Col. Sears""]"
tt0005043	7	nm0366609	actress	\N	"[""Mrs. Sears""]"
tt0005043	8	nm0286002	actress	\N	"[""Barbara Corbett""]"
tt0005043	9	nm0725529	director	director	\N
tt0005043	10	nm0164856	writer	story	\N
tt0005043	11	nm0725529	writer	writer	\N
tt0005044	1	nm0000122	actor	\N	"[""Stroller""]"
tt0005044	2	nm0035627	actor	\N	"[""Man in Straw Hat""]"
tt0005044	3	nm1726969	actor	\N	"[""Tobacco and Candy Clerk""]"
tt0005044	4	nm0417168	actor	\N	"[""Man in Top Hat""]"
tt0005044	5	nm0570274	actor	\N	"[""First Cop""]"
tt0005044	6	nm0689444	actor	\N	"[""Ice Cream Clerk""]"
tt0005044	7	nm0701012	actress	\N	"[""Wife of Man in Top Hat""]"
tt0005044	8	nm0717578	actress	\N	"[""Wife of Man in Straw Hat""]"
tt0005044	9	nm0887714	actor	\N	"[""Second Cop""]"
tt0005044	10	nm1071930	editor	video editor	\N
tt0005045	1	nm0140054	actor	\N	\N
tt0005045	2	nm0243918	actor	\N	\N
tt0005045	3	nm0301787	actor	\N	\N
tt0005045	4	nm0422930	actor	\N	\N
tt0005045	5	nm0679170	actor	\N	\N
tt0005045	6	nm0744686	actor	\N	\N
tt0005045	7	nm0345217	director	\N	\N
tt0005045	8	nm0866243	writer	novel	\N
tt0005046	1	nm0594291	actor	\N	"[""Cactus Jim""]"
tt0005046	2	nm0103619	actor	\N	"[""Minor Role""]"
tt0005046	3	nm0173459	actress	\N	"[""Nell Morton - the Shop Girl""]"
tt0005046	4	nm0430187	actor	\N	"[""A Ranch Hand""]"
tt0005046	5	nm0721840	actor	\N	"[""Sales Girl""]"
tt0005046	6	nm0594291	director	\N	\N
tt0005046	7	nm0168915	writer	written by	\N
tt0005046	8	nm0783152	producer	producer	\N
tt0005047	1	nm0495218	actress	\N	"[""Bessie Graham""]"
tt0005047	2	nm0259860	actress	\N	"[""Mrs. Graham - Bessie's Mother""]"
tt0005047	3	nm0908154	actor	\N	"[""Jim Ross""]"
tt0005047	4	nm0255216	actress	\N	"[""A Woman of the Underworld""]"
tt0005047	5	nm0071518	actor	\N	\N
tt0005047	6	nm0836312	actor	\N	\N
tt0005047	7	nm0064600	director	\N	\N
tt0005047	8	nm0841608	writer	\N	\N
tt0005048	1	nm0231184	actress	\N	"[""Natalie Hall - a Child of the Slums""]"
tt0005048	2	nm0177700	actor	\N	"[""Robert Marston - Assistant District Attorney""]"
tt0005048	3	nm0198493	actor	\N	"[""Spud Howell - Fisk's Lieutenant""]"
tt0005048	4	nm0516121	actor	\N	"[""Brace - Fisk's Lieutenant""]"
tt0005048	5	nm0502622	actor	\N	"[""Carlo - an Old Musician""]"
tt0005048	6	nm0738625	actor	\N	"[""Jim Hall - Natalie's Drunken Father""]"
tt0005048	7	nm0741852	actor	\N	"[""Fisk - Head of the Vice Ring""]"
tt0005048	8	nm0765106	director	\N	\N
tt0005048	9	nm0949617	writer	scenario	\N
tt0005049	1	nm0949403	actress	\N	"[""Camille""]"
tt0005049	2	nm0135053	actor	\N	"[""Armand Duval""]"
tt0005049	3	nm0177164	actress	\N	"[""Cecile""]"
